date,site.ID,site.name,time,lat,lon,crew,precip,cloud.cover,sea.state,wind.speed,wind.direction,secchi,temp.0m,salinity.0m,temp.1m,salinity.1m,net.sets,set.number,set.type,min.searching,site.dimpling,site.sliders,site.poppers,set.dimpling,set.sliders,set.poppers,so.taken,so.total,cu.taken,cu.total,he.taken,he.total,co.taken,co.total,pi.taken,pi.total,bycatch.spp.1,bycatch.num.1,bycatch.spp.2,bycatch.num.2,bycatch.spp.3,bycatch.num.3,mort.spp.1,mort.num.1,mort.spp.2,mort.num.2,mort.spp.3,mort.num.3,SO.stockID,CO.stockID,HE.stockID,Whatman#,comments,preserved,initials
yyyy-mm-dd,D## OR J##,designated site name,"24 hrs(hh:mm) of net set (or of zoop if no set)",latitude in decimal degrees of net set (or of CTD/Zoop/YSI if no set),longitude in decimal degrees of net set (or of CTD/Zoop/YSI if no set),full names separated by commas,"precipitation (none, light, moderate, heavy)",percent cloud cover (25% increments),"sea state(beaufort scale)","wind speed(knots; 0, 0.1-5, 5-10, 10-15, 15-20, 20-30)","wind direction (NA if wind speed = 0)","secchi depth(0.1m)","surface temperature(¡C)","surface salinity(ppt)","1m temperature(¡C)","1m salinity(ppt)",number of net deployments,"If multiple sets at one site, enter which set entered (NA if not multiple sets)",targeted or random (NA if no set),number of minutes spent searching for fish,"dimpling activity(0 = none,1 = 1 school,2 = >1 school,3 = big swath)","sliding activity(0 = none,1 = 1 school,2 = >1 school,3 = big swath)","popping activity(0 = none,1 = 1 school,2 = >1 school,3 = big swath)","dimpling activity(0 = none,1 = 1-15,2 = >15, NA if no set)","sliding activity(0 = none,1 = 1-15,2 = >15, NA if no set)","popping activity(0 = none,1 = 1-15,2 = >15, NA if no set)",number of sockeye retained,"total sockeye in net (rounded to nearest 10,100, or 1000)",number of chum retained,"total chum in net (rounded to nearest 10,100, or 1000)",number of herring retained,"total herring in net (rounded to nearest 10,100, or 1000)",number of coho retained,"total coho in net (rounded to nearest 10,100, or 1000)",number of pink retained,"total pink in net (rounded to nearest 10,100, or 1000)","bycatch species #1(NA if none)","number of bycatch species #1 in net(NA if none)","bycatch species #2(NA if none)","number of bycatch species #2 in net(NA if none)","bycatch species #3(NA if none)","number of bycatch species #3 in net(NA if none)","mortality species #1(NA if none)","number of mort species #1 in net(NA if none)","mortality species #2(NA if none)","number of mort species #2 in net(NA if none)","mortality species #3(NA if none)","number of mort species #3 in net(NA if none)",Range of 7 digit codes (DS#####-DS##### or JS#####-JS#####),Range of 7 digit codes (DC#####-DC##### or JC#####-JC#####),Range of 7 digit codes (DH#####-DH##### or JH#####-JH#####),sheet number (continuous throughout the season),notes from datasheet,"1 = preserved correctly0 = not correctlyTBD = in dewarNA = no fish taken",initials of data enterer
2016-06-21,D09,Okisollo Channel,09:36,50.306610,-125.335266,"Brett Johnson, Brianna Knowles, Sam James",none,25,1,0,NA,13.0,11.6,28.4,11.5,28.5,2,2,targeted,3,2,1,1,2,0,0,14,14,10,30,0,0,0,0,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DS01051-DS01064,NA,NA,39,"DFO set at 09:30. No fish in our first set but large school observed. 3 CTD drops total: 1 practice, 1 @ oceanography site (65m), 1 @ fish site (10m), catch enumerated (sockeye: 14, chum: 36, pink: 27)",1,SJ
2016-06-21,D09,Okisollo Channel,09:23,50.306610,-125.335266,"Brett Johnson, Brianna Knowles, Sam James",none,25,1,0,NA,13.0,11.6,28.4,11.5,28.5,2,1,targeted,3,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DFO set at 09:30. No fish in our first set but large school observed. 3 CTD drops total: 1 practice, 1 @ oceanography site (65m), 1 @ fish site (10m)",NA,SJ
2016-06-21,D22,McMullen Point,14:37,50.236643,-125.397340,"Brett Johnson, Brianna Knowles, Sam James",none,25,1,5-10,SE,10.0,11.4,28.7,11.3,28.8,3,3,targeted,7,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3rd set caught approximately 300 fish. Current caused issues and needed to release set. ,NA,SJ
2016-06-21,D22,McMullen Point,13:00,50.236643,-125.397340,"Brett Johnson, Brianna Knowles, Sam James",none,25,1,0.1-5,NW,10.0,11.4,28.7,11.3,28.8,3,1,targeted,7,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,On site for 2 hours. Set time is an estimate.,NA,SJ
2016-06-21,D22,McMullen Point,13:45,50.236643,-125.397340,"Brett Johnson, Brianna Knowles, Sam James",none,25,1,0.1-5,NW,10.0,11.4,28.7,11.3,28.8,3,2,targeted,7,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,On site for 2 hours. Set time is an estimate.,NA,SJ
2016-06-22,D20,Godwin Point,13:00:00 PM,50.458706,-125.365059,"Luke Rogers, Tim Spesivy, Brianna Knowles",none,100,1,0.1-5,N,9.0,12.4,22.9,11.5,26.9,1,NA,targeted,8,1,1,1,1,1,1,30,50,10,100,3,3,0,0,10,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DS01111-DS01140,NA,DH01111-DH01113,41,NA,1,BK
2016-06-22,D21,Hemming Bay,07:00,50.382455,-125.373533,"Luke Rogers, Tim Spesivy, Brianna Knowles",none,100,0,0,NA,11.5,11.4,28.8,11.3,28.7,2,2,targeted,0,2,2,1,1,1,1,60,100,10,200,0,0,0,0,10,200,chinook,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DS01081-DS01110,NA,NA,40,2nd set: 0700. 30 sockeye taken as trainer fish. ,1,BK
2016-06-22,D21,Hemming Bay,06:33,50.382455,-125.373533,"Luke Rogers, Tim Spesivy, Brianna Knowles",none,100,0,0,NA,11.5,11.4,28.8,11.3,28.7,2,1,targeted,0,2,2,1,1,1,1,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1st set: 1 coho only,NA,BK
2016-06-22,D28,Knox Bay,10:52,50.389920,-125.613237,"Luke Rogers, Tim Spesivy, Brianna Knowles",none,100,1,0.1-5,S,13.0,10.9,29.5,10.9,29.5,1,NA,targeted,30,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DFO set at 10:44 - Cameron & Julia report zero sockeye in set. 1st set 10:52 on one aggressive slider. Suspect coho,NA,BK
2016-06-23,D07,Hoskyn Channel,06:37,50.190862,-125.143147,"Sam James, Tim Spesivy, Luke Rogers",moderate,100,1,0.1-5,N,5.0,16.4,25.4,16.4,25.5,0,NA,NA,25,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BK
2016-06-23,D08,Calm Channel,08:16,50.319929,-125.041001,"Sam James, Tim Spesivy, Luke Rogers",moderate,100,1,0.1-5,NW,6.5,16.9,19.1,17.0,19.6,0,NA,NA,31,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BK
2016-06-23,D24,Surge Narrows,10:20,50.240430,-125.119941,"Sam James, Tim Spesivy, Luke Rogers",moderate,100,1,0.1-5,S,5.0,15.0,26.4,14.9,26.3,1,NA,targeted,12,2,1,1,2,1,0,21,21,10,200,3,3,0,0,10,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DS01141-DS01161,NA,DH01141-DH01143,42,NA,1,BK
2016-06-23,J03,Cracroft Point,16:17,50.55803,-126.73463,"Sean Godwin, Shannon Mendt, Clare Atkinson, Fiona Francis",light,100,1,0.1-5,NE,9.0,10.7,30.7,10.5,30.7,1,NA,targeted,7,1,1,1,2,1,1,26,27,10,700,7,7,2,2,10,1000,jack chum,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JS01351-JS01376,JC01351-JC01352,JH01351-JH01357,42,One sockeye released b/c dropped during transfer.,TBD,SM
2016-06-23,J09,Blinkhorn Peninsula,11:20,50.54401,-126.81461,"Sean Godwin, Shannon Mendt, Clare Atkinson, Fiona Francis",moderate,100,0,0,NA,10.0,10.4,30.1,10.1,31.0,1,NA,targeted,1,2,1,2,1,1,2,0,1,0,300,0,0,0,1,0,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Caught sockeye for Emma, no sockeye in next set. No other sockeye found at site after 20 minute search.",NA,SM
2016-06-23,J10,Hanson South,13:20,50.55803,-126.73463,"Sean Godwin, Shannon Mendt, Clare Atkinson, Fiona Francis",light,100,0,0,NA,7.5,10.8,30.5,10.6,30.6,1,NA,targeted,0,2,1,2,2,1,2,30,100,10,100,5,5,10,50,10,100,chinook,5,NA,NA,NA,NA,pink,1,NA,NA,NA,NA,JS01321-JS01350,JC01321-JS01330,JH01321-JS01325,41,NA,TBD,SM
2016-06-24,D26,Oyster Bay,10:37,49.929050,-125.175250,"Brianna Knowles, Natalie Mahara, Luke Rogers",none,75,1,0.1-5,N,7.5,15.5,25.7,14.1,26.6,0,NA,NA,23,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ipad not working. Coordinates taken from phone in degree, minutes, seconds)",NA,BK
2016-06-24,J01,Hanson North,5:44,50.57849,-126.72185,"Sean Godwin, Shannon Mendt, Clare Atkinson, Fiona Francis",light,100,1,0.1-5,NW,9.0,9.9,31.0,9.7,31.1,0,NA,NA,43,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SM
2016-06-24,J04,Forward Bay,15:05,50.52635,-126.38762,"Sean Godwin, Shannon Mendt, Clare Atkinson, Fiona Francis",none,100,1,0.1-5,SW,8.5,10.5,30.1,10.2,30.4,0,NA,NA,36,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SM
2016-06-24,D04,Fransisco Point,11:45,49.997783,-125.159450,"Brianna Knowles, Natalie Mahara, Luke Rogers",none,100,1,0.1-5,S,6.5,17.3,23.6,16.9,24.0,1,NA,targeted,21,1,1,1,1,0,0,9,9,10,70,3,3,0,0,10,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DS01171-DS01179,NA,DH01171-DH01173,43,"1st set no fish, interupted oceanography to set. Crafty fish, very skittish. Gone Quickly. Ipad not working and coordinates were taken off phne in degree decimal minutes. 2nd set: after leaving the site. ",1,BK
2016-06-24,D25,Twin Islands,07:50,50.022465,-124.916635,"Brianna Knowles, Natalie Mahara, Luke Rogers",light,100,0,0.1-5,NW,6.5,16.6,22.5,16.5,22.6,1,NA,targeted,23,2,1,0,1,0,0,0,0,0,10,0,0,0,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Natalie asks that we write ""formalin"" on pet jar labels. CTD times stored on IPAD but IPAD touch screen not responding",NA,BK
2016-06-24,J02,Swanson Island,06:30,50.60170,-126.70318,"Sean Godwin, Shannon Mendt, Clare Atkinson, Fiona Francis",moderate,100,1,0,NA,8.0,9.8,30.6,9.8,30.6,1,NA,targeted,5,2,1,2,1,0,0,4,4,10,20,0,0,1,1,10,20,chinook,6,NA,NA,NA,NA,herring,1,NA,NA,NA,NA,JS01381-JS01384,JC01381-JC01381,NA,43,"Other activity in area, but no distinct sockeye. Difficult catching consditions, so kept school. Herring was small (~6cm) and dead when net was brought in.",TBD,SM
2016-06-24,J08,Naka Creek,15:05,50.48060,-126.40961,"Andrew Bateman, Shannon Mendt, Clare Atkinson, Fiona Francis",none,100,1,0.1-5,NW,9.5,10.3,30.4,10.3,30.4,2,2,targeted,8,2,1,2,2,1,1,10,10,10,300,2,2,0,0,10,300,chinook,1,dolly varden trout,1,tubesnouts,200,NA,NA,NA,NA,NA,NA,JS01411-JS01420,NA,JH01411-JS01412,44,"Strong current, some fish were jostled and lost scales. Additional bycatch 1 gunnel fish.",TBD,SM
2016-06-25,J05,Stimpson Point,11:40,50.49874,-126.21257,"Andrew Bateman, Shannon Mendt, Clare Atkinson, Fiona Francis",none,100,1,0.1-5,NW,12.0,10.2,30.7,10.2,30.7,2,2,targeted,0,2,2,1,2,1,0,28,28,10,300,0,0,0,0,10,300,chinook,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JS01501-JS01528,NA,NA,47,NA,TBD,SM
2016-06-25,J06,Blenkinsop Bay,05:21,50.47508,-126.03392,"Sean Godwin, Shannon Mendt, Clare Atkinson, Fiona Francis",none,100,1,0.1-5,NW,10.5,10.0,30.6,9.9,30.7,1,NA,targeted,0,2,1,2,2,1,0,30,300,10,300,1,1,1,1,10,600,chinook,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JS01441-JS01470,JC01441-JC01441,JS01441-JH01441,45,NA,TBD,SM
2016-06-25,J07,South Mouth,07:52,50.45733,-126.16553,"Sean Godwin, Shannon Mendt, Clare Atkinson, Fiona Francis",none,100,1,5-10,NW,11.5,10.0,30.6,10.0,30.7,1,NA,targeted,1,2,1,2,2,1,1,30,50,10,20,0,0,0,0,10,400,stickleback,1,NA,NA,NA,NA,chum,1,pink,1,NA,NA,JS01471-JS01500,NA,NA,46,Morts due to misidentification.,TBD,SM
2016-06-28,D07,Hoskyn Channel,09:36,50.190453,-125.143332,"Luke Rogeres, Time Spesivy, Yuliya Kuzmenko",none,0,1,0.1-5,SE,5.3,17.8,24.5,17.8,24.5,0,NA,NA,21,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CTD today due to malfunction,NA,SJ
2016-06-28,D08,Calm Channel,08:22,50.317597,-125.045246,"Luke Rogeres, Time Spesivy, Yuliya Kuzmenko",none,0,1,0,NA,5.5,18.7,17.5,18.6,18.4,0,NA,NA,27,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CTD today due to malfunction,NA,SJ
2016-06-28,D24,Surge Narrows,06:55,50.240198,-125.119865,"Luke Rogeres, Time Spesivy, Yuliya Kuzmenko",none,0,1,0.1-5,E,6.5,16.3,19.5,15.0,22.1,0,NA,NA,21,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CTD today due to malfunction,NA,SJ
2016-06-29,D22,McMullen Point,07:25,50.243627,-125.396340,"Luke Rogers, Brett Johnson, Sam James, Grant Callegari",none,0,1,0.1-5,NW,10.0,11.3,28.9,11.3,28.9,0,NA,NA,9,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Search paused at 07:19, continued at 07:41.",NA,SJ
2016-06-29,D27,Granite Point,06:57,50.274799,-125.377479,"Luke Rogers, Brett Johnson, Sam James, Grant Callegari",none,0,2,5-10,NW,10.8,11.3,28.9,11.3,28.9,0,NA,NA,27,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,For site-wide poppers: 2 single pops in 2 separate locations.,NA,SJ
2016-06-29,D09,Okisollo Channel,09:24,50.307068,-125.329361,"Luke Rogers, Brett Johnson, Sam James, Grant Callegari",none,0,0,0.1-5,W,11.5,11.9,28.5,11.8,28.5,2,1,random,14,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Set 1 with DFO. DFO set at 09:22, Sloop Jo set at 09:24. Random set, no fish.",NA,SJ
2016-06-29,D09,Okisollo Channel,10:02,50.307068,-125.329361,"Luke Rogers, Brett Johnson, Sam James, Grant Callegari",none,0,0,0.1-5,W,11.5,11.9,28.5,11.8,28.5,2,2,targeted,14,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Set 2 with DFO. DFO set at 10:00, Sloop Jo set at 10:02. Targeted school seen below the surface. No fish.",NA,SJ
2016-06-30,D28,Knox Bay,13:46,50.387691,-125.619231,"Sam James, Luke Rogers, Brianna Knowles",none,75,2,0.1-5,W,11.5,12.1,28.8,11.5,28.6,0,NA,NA,1,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DFO may have sampled in Knox Bay between 10:30-11, but couldn't make contact. Saw them pass through JS. No fish observed so no set conducted.",NA,SJ
2016-06-30,D11,Turn Island,09:45,50.348081,-125.455923,"Sam James, Luke Rogers, Brianna Knowles",none,0,1,5-10,W,11.5,11.6,28.7,11.4,28.7,1,NA,targeted,18,1,1,2,2,0,0,22,22,10,40,0,0,0,0,10,200,chinook,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DS01321-DS01342,NA,NA,45,Fucus caught on line for zoop tow. May have affected flowmeter.,1,SJ
2016-06-30,D20,Godwin Point,15:15,50.462531,-125.359047,"Sam James, Luke Rogers, Brianna Knowles",none,75,1,0.1-5,NE,9.5,15.8,19.0,12.4,27.0,1,NA,targeted,15,0,1,1,0,1,1,6,6,10,50,0,0,0,0,10,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DS01351-DS01356,NA,NA,46,"Search paused at 14:51, continued at 15:08.",1,SJ
2016-06-30,D21,Hemming Bay,06:43,50.378699,-125.373927,"Sam James, Luke Rogers, Brianna Knowles",none,100,1,0.1-5,SE,10.5,11.1,28.4,11.0,28.4,1,NA,targeted,0,1,1,1,2,0,0,6,6,10,300,2,2,0,0,10,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DS01291-DS01296,NA,DH01291-DH01292,44,NA,1,SJ
2016-07-04,J03,Cracroft Point,10:17,50.546834,-126.671577,"Lauren Portner, Dylan Smyth, Mirko Diaz, Olivia Gutjahr",light,100,1,0.1-5,N,9.0,10.3,29.6,10.2,29.6,0,NA,NA,57,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SG
2016-07-04,J10,Hanson South,11:51,50.558034,-126.731939,"Lauren Portner, Dylan Smyth, Mirko Diaz, Olivia Gutjahr",light,100,1,0.1-5,N,10.0,10.4,29.6,10.4,29.6,0,NA,NA,53,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SG
2016-07-04,J01,Hanson North,07:51,50.580247,-126.721745,"Lauren Portner, Dylan Smyth, Mirko Diaz, Olivia Gutjahr",none,75,1,0.1-5,N,8.0,9.7,30.1,9.7,30.1,1,NA,targeted,5,2,2,2,2,1,1,0,0,0,300,0,0,0,0,0,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SG
2016-07-04,J02,Swanson Island,06:15,50.601529,-126.703784,"Lauren Portner, Dylan Smyth, Mirko Diaz, Olivia Gutjahr",none,100,1,0.1-5,NW,6.0,10.1,29.3,10.0,29.4,2,2,targeted,3,2,2,2,2,1,0,0,0,0,20,0,0,0,2,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SG
2016-07-04,J09,Blinkhorn Peninsula,13:35,50.543818,-126.794456,"Lauren Portner, Dylan Smyth, Mirko Diaz, Olivia Gutjahr",none,50,2,0.1-5,NW,9.0,10.4,29.7,10.0,29.8,1,NA,targeted,18,2,1,2,1,1,1,15,45,10,200,0,0,7,7,10,200,chinook,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JS01531-JS01545,JC01531-JC01537,NA,48,NA,TBD,DS
2016-07-05,D07,Hoskyn Channel,10:37,50.190636,-125.142841,"Sam James, Luke Rogers, Tim Spesivy",none,100,1,0.1-5,N,5.5,15.4,26.5,15.4,26.6,0,NA,NA,20,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SJ
2016-07-05,D08,Calm Channel,07:18,50.319379,-125.041062,"Sam James, Luke Rogers, Tim Spesivy",light,100,1,0.1-5,S,4.0,16.3,23.5,16.4,23.7,0,NA,NA,16,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SJ
2016-07-05,J04,Forward Bay,07:00,50.526362,-126.389689,"Lauren Portner, Dylan Smyth, Mirko Diaz, Olivia Gutjahr",none,100,1,0.1-5,NW,10.0,10.0,31.0,10.0,31.0,0,NA,NA,80,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SG
2016-07-05,J05,Stimpson Point,10:30,50.507460,-126.241890,"Lauren Portner, Dylan Smyth, Mirko Diaz, Olivia Gutjahr",none,100,1,0.1-5,NW,11.0,10.1,31.1,10.0,31.1,0,NA,NA,6,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SG
2016-07-05,D24,Surge Narrows,08:30,50.240733,-125.120550,"Sam James, Luke Rogers, Tim Spesivy",light,100,0,0.1-5,NW,8.5,13.6,26.5,13.3,26.8,2,1,targeted,7,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SJ
2016-07-05,D24,Surge Narrows,08:50,50.240733,-125.120550,"Sam James, Luke Rogers, Tim Spesivy",light,100,0,0.1-5,NW,8.5,13.6,26.5,13.3,26.8,2,2,targeted,7,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SJ
2016-07-05,J07,South Mouth,12:45,50.456886,-126.162647,"Lauren Portner, Dylan Smyth, Mirko Diaz, Olivia Gutjahr",none,25,1,5-10,N,12.5,10.3,31.0,10.3,30.9,1,NA,targeted,NA,2,2,2,1,1,1,30,200,10,300,1,1,0,0,10,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JS01561-JS01590,NA,JH01561,JH01561,NA,TBD,SG
2016-07-05,J08,Naka Creek,07:38,50.477790,-126.429726,"Lauren Portner, Dylan Smyth, Mirko Diaz, Olivia Gutjahr",none,100,1,0.1-5,NW,10.5,10.3,30.7,10.3,30.8,1,NA,targeted,1,2,1,1,2,1,0,0,0,0,80,0,0,0,1,0,20,chinook,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SG
2016-07-06,D22,McMullen Point,14:11,50.243843,-125.396386,"Luke Rogers, Brett Johnson, Sam James",none,50,1,0.1-5,SE,11.0,11.9,28.7,11.7,28.8,0,NA,NA,24,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BJ
2016-07-06,D09,Okisollo Channel,10:15,50.307066,-125.322977,"Brett Johnosn, Luke Rogers, Sam James",none,25,1,0.1-5,S,10.5,12.0,28.6,11.8,28.6,2,2,targeted,NA,2,1,1,2,0,0,8,8,10,100,0,0,1,1,10,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DS01411 - DS01418,DC01411-DC01411,NA,48,"DFO set: @ 09:55. Luke thinks they fd (net twist) But SJ and BJ think different. LR probably correct because we heard swearing from DFO boat during their net retrieval. Our catch enumerated: 195 fish. DFO caught chum, coho, no sox. DFO earlier in the day caight ~ 300 fish mostly pink + chum with chinook at Deep Water Bay.",1,BJ
2016-07-06,D09,Okisollo Channel,9:45,50.304502,-125.336639,"Brett Johnosn, Luke Rogers, Sam James",none,25,1,0.1-5,S,10.5,12.0,28.6,11.8,28.6,2,1,targeted,3,2,1,1,2,0,1,0,1,0,20,0,0,0,0,0,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,re set because there was lots of surface activity elsewhere,NA,BJ
2016-07-06,D27,Granite Point,6:40,50.275178,-125.378066,"Brett Johnson, Luke Rogers, Sam James",none,75,1,0.1-5,SE,9.5,11.5,28.9,11.4,29.0,1,NA,targeted,8,2,1,1,2,1,1,24,24,10,40,0,0,0,0,10,200,chinook,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DS01381-DS01404,NA,NA,47,NA,1,BJ
2016-07-06,J06,Blenkinsop Bay,07:05,50.457049,-126.162651,"Lauren Portner, Dylan Smyth, Mirko Diaz, Olivia Gutjahr",none,25,0,0,NW,11.5,NA,NA,NA,NA,1,NA,targeted,7,2,1,2,2,1,1,22,22,10,300,0,0,1,2,10,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JS01591-JS01613,JC01591-JC01591,NA,NA,left YSI on Madrona,TBD,SG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
